qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,qseqid_ID,qseqid_genome_length,protein_ncbi_acc,definition,virus,protein_length,genome_ncbi_acc,sseqid_genome_length,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Exemplar or additional isolate,Virus name(s),Virus name abbreviation(s),Virus isolate designation,Virus GENBANK accession,Virus REFSEQ accession,Genome coverage,Genome composition,Host source,conserved_AA_#
AT10B_S2_NODE_1_length_122269_cov_11.242561_64,QGH76441.1,70.5,44,11,1,1,44,1,42,3.63e-15,63.5,AT10B_S15_NODE_1_length_45468_cov_7,103329,QGH76441.1,hypothetical protein SEA_DAUBENSKI_162,Streptomyces phage Daubenski,43.0,MN444876.1,133090.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus daubenski,E,Streptomyces phage Daubenski,,,MN444876,NC_055822,Complete genome,dsDNA,bacteria,31.02
AT10B_S2_NODE_1_length_122269_cov_11.242561_65,QJD50893.1,83.3,60,10,0,1,60,1,60,2.3300000000000002e-31,105.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,QJD50893.1,hypothetical protein SEA_BMOC_172,Streptomyces phage Bmoc,60.0,MT310865.1,132885.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus bmoc,E,Streptomyces phage Bmoc,,,MT310865,NC_055842,Complete genome,dsDNA,bacteria,49.98
AT10B_S2_NODE_1_length_122269_cov_11.242561_66,ASR77840.1,74.7,79,18,1,44,120,1,79,1.82e-36,121.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,ASR77840.1,hypothetical protein SEA_PEEBS_165,Streptomyces phage Peebs,80.0,MF347638.1,133047.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus peebs,E,Streptomyces phage Peebs,,,MF347638,NC_042011,Complete genome,dsDNA,bacteria,59.013000000000005
AT10B_S2_NODE_1_length_122269_cov_11.242561_67,ASR77842.1,77.2,79,18,0,21,99,1,79,9.98e-42,134.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,ASR77842.1,hypothetical protein SEA_PEEBS_171,Streptomyces phage Peebs,79.0,MF347638.1,133047.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus peebs,E,Streptomyces phage Peebs,,,MF347638,NC_042011,Complete genome,dsDNA,bacteria,60.98800000000001
AT10B_S2_NODE_1_length_122269_cov_11.242561_68,ASR77844.1,77.9,77,16,1,1,76,1,77,9.799999999999999e-38,122.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,ASR77844.1,hypothetical protein SEA_PEEBS_177,Streptomyces phage Peebs,77.0,MF347638.1,133047.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus peebs,E,Streptomyces phage Peebs,,,MF347638,NC_042011,Complete genome,dsDNA,bacteria,59.983000000000004
AT10B_S2_NODE_1_length_122269_cov_11.242561_69,QJD50899.1,55.8,181,75,1,1,176,1,181,7.57e-68,207.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,QJD50899.1,DnaQ-like DNA polymerase III subunit,Streptomyces phage Bmoc,185.0,MT310865.1,132885.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus bmoc,E,Streptomyces phage Bmoc,,,MT310865,NC_055842,Complete genome,dsDNA,bacteria,100.998
AT10B_S2_NODE_1_length_122269_cov_11.242561_7,QGH76394.1,74.2,66,17,0,1,66,1,66,1.48e-32,108.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,QGH76394.1,hypothetical protein SEA_DAUBENSKI_86,Streptomyces phage Daubenski,66.0,MN444876.1,133090.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus daubenski,E,Streptomyces phage Daubenski,,,MN444876,NC_055822,Complete genome,dsDNA,bacteria,48.972
AT10B_S2_NODE_1_length_122269_cov_11.242561_71,QGH76452.1,78.0,100,21,1,1,100,33,131,9.749999999999999e-55,168.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,QGH76452.1,acetyltransferase,Streptomyces phage Daubenski,131.0,MN444876.1,133090.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus daubenski,E,Streptomyces phage Daubenski,,,MN444876,NC_055822,Complete genome,dsDNA,bacteria,78.0
AT10B_S2_NODE_1_length_122269_cov_11.242561_73,QDH94021.1,83.0,94,15,1,1,93,1,94,5.85e-58,175.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,QDH94021.1,hypothetical protein SEA_EVY_184,Streptomyces phage Evy,94.0,MK977711.1,132977.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus evy,E,Streptomyces phage Evy,,,MK977711,NC_055809,Complete genome,dsDNA,bacteria,78.02
AT10B_S2_NODE_1_length_122269_cov_11.242561_74,AIW02656.1,83.3,84,14,0,1,84,1,84,1.06e-50,156.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,AIW02656.1,hypothetical protein PBI_JAY2JAY_198,Streptomyces phage Jay2Jay,87.0,KM652554.1,133531.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus jay2jay,E,Streptomyces phage Jay2jay,,,KM652554,NC_029098,Complete genome,dsDNA,bacteria,69.972
AT10B_S2_NODE_1_length_122269_cov_11.242561_75,AXH66918.1,49.2,63,31,1,1,62,1,63,8.47e-18,72.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,AXH66918.1,hypothetical protein SEA_STARPLATINUM_209,Streptomyces phage StarPlatinum,70.0,MH576965.1,133886.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus StarPlatinum,E,Streptomyces phage StarPlatinum,,,MH576965,NC_048721,Complete genome,dsDNA,bacteria,30.996000000000002
AT10B_S2_NODE_1_length_122269_cov_11.242561_76,QBP30942.1,75.5,363,79,1,1,353,1,363,5.64e-201,558.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,QBP30942.1,RNA ligase,Streptomyces phage EGole,366.0,MK494112.1,135653.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus egole,E,Streptomyces phage Egole,,,MK494112,NC_055791,Complete genome,dsDNA,bacteria,274.065
AT10B_S2_NODE_1_length_122269_cov_11.242561_77,QJD50912.1,71.1,45,13,0,1,45,1,45,2.27e-16,66.6,AT10B_S15_NODE_1_length_45468_cov_7,103329,QJD50912.1,membrane protein,Streptomyces phage Bmoc,45.0,MT310865.1,132885.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus bmoc,E,Streptomyces phage Bmoc,,,MT310865,NC_055842,Complete genome,dsDNA,bacteria,31.994999999999997
AT10B_S2_NODE_1_length_122269_cov_11.242561_79,QDH94027.1,76.6,299,70,0,1,299,1,299,2.39e-166,466.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,QDH94027.1,polynucleotide kinase,Streptomyces phage Evy,299.0,MK977711.1,132977.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus evy,E,Streptomyces phage Evy,,,MK977711,NC_055809,Complete genome,dsDNA,bacteria,229.034
AT10B_S2_NODE_1_length_122269_cov_11.242561_8,QGH76395.1,85.6,104,15,0,1,104,1,104,1.36e-61,185.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,QGH76395.1,Holliday junction resolvase,Streptomyces phage Daubenski,104.0,MN444876.1,133090.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus daubenski,E,Streptomyces phage Daubenski,,,MN444876,NC_055822,Complete genome,dsDNA,bacteria,89.024
AT10B_S2_NODE_1_length_122269_cov_11.242561_80,AXG66232.1,59.6,89,36,0,1,89,1,89,5.23e-38,124.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,AXG66232.1,hypothetical protein SEA_ANNADREAMY_137,Streptomyces phage Annadreamy,92.0,MH536811.1,125726.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Annadreamyvirus,,Annadreamyvirus annadreamy,E,Streptomyces phage Annadreamy,,,MH536811,NC_048719,Complete genome,dsDNA,bacteria,53.044000000000004
AT10B_S2_NODE_1_length_122269_cov_11.242561_81,AXH69698.1,44.3,61,34,0,3,63,2,62,1.37e-13,60.8,AT10B_S15_NODE_1_length_45468_cov_7,103329,AXH69698.1,hypothetical protein SEA_LUKECAGE_211,Streptomyces phage LukeCage,62.0,MH590597.1,133195.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus LukeCage,E,Streptomyces phage LukeCage,,,MH590597,NC_048723,Complete genome,dsDNA,bacteria,27.022999999999996
AT10B_S2_NODE_1_length_122269_cov_11.242561_82,AYB71010.1,45.7,127,40,4,1,99,1,126,1.19e-15,69.3,AT10B_S15_NODE_1_length_45468_cov_7,103329,AYB71010.1,hypothetical protein SEA_YABOI_213,Streptomyces phage Yaboi,126.0,MH727564.1,131250.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus Yaboi,E,Streptomyces phage Yaboi,,,MH727564,NC_048730,Complete genome,dsDNA,bacteria,58.039
AT10B_S2_NODE_1_length_122269_cov_11.242561_83,AXH67361.1,69.6,46,14,0,12,57,1,46,7.04e-20,76.6,AT10B_S15_NODE_1_length_45468_cov_7,103329,AXH67361.1,hypothetical protein SEA_WOFFORD_224,Streptomyces phage Wollford,46.0,MH576968.1,133007.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus Wollford,E,Streptomyces phage Wollford,,,MH576968,NC_048722,Complete genome,dsDNA,bacteria,32.016
AT10B_S2_NODE_1_length_122269_cov_11.242561_84,QJD50923.1,79.7,64,12,1,1,63,13,76,3.34e-29,100.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,QJD50923.1,hypothetical protein SEA_BMOC_214,Streptomyces phage Bmoc,77.0,MT310865.1,132885.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus bmoc,E,Streptomyces phage Bmoc,,,MT310865,NC_055842,Complete genome,dsDNA,bacteria,51.008
AT10B_S2_NODE_1_length_122269_cov_11.242561_85,QJD50924.1,72.1,129,34,1,1,127,1,129,3.71e-68,203.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,QJD50924.1,hypothetical protein SEA_BMOC_215,Streptomyces phage Bmoc,129.0,MT310865.1,132885.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus bmoc,E,Streptomyces phage Bmoc,,,MT310865,NC_055842,Complete genome,dsDNA,bacteria,93.009
AT10B_S2_NODE_1_length_122269_cov_11.242561_87,AXH69715.1,83.8,74,12,0,1,74,1,74,1.6799999999999997e-42,134.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,AXH69715.1,hypothetical protein SEA_LUKECAGE_231,Streptomyces phage LukeCage,77.0,MH590597.1,133195.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Karimacvirus,,Streptomyces virus LukeCage,E,Streptomyces phage LukeCage,,,MH590597,NC_048723,Complete genome,dsDNA,bacteria,62.012
AT10B_S2_NODE_1_length_122269_cov_11.242561_88,ASR77433.1,62.9,97,36,0,1,97,1,97,3.34e-38,125.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,ASR77433.1,hypothetical protein SEA_NOOTNOOT_210,Streptomyces phage NootNoot,103.0,MF347636.1,131086.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus nootnoot,E,Streptomyces phage NootNoot,,,MF347636,NC_042009,Complete genome,dsDNA,bacteria,61.013
AT10B_S2_NODE_1_length_122269_cov_11.242561_9,AIW02588.1,70.2,47,11,1,1,47,1,44,1.53e-14,62.8,AT10B_S15_NODE_1_length_45468_cov_7,103329,AIW02588.1,hypothetical protein PBI_JAY2JAY_90,Streptomyces phage Jay2Jay,64.0,KM652554.1,133531.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus jay2jay,E,Streptomyces phage Jay2jay,,,KM652554,NC_029098,Complete genome,dsDNA,bacteria,32.994
AT10B_S2_NODE_1_length_122269_cov_11.242561_90,ASR75582.1,81.5,124,23,0,7,130,1,124,2.35e-71,212.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,ASR75582.1,hypothetical protein SEA_MILDRED21_224,Streptomyces phage Mildred21,130.0,MF155946.1,131976.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus mildred21,E,Streptomyces phage Mildred21,,,MF155946,NC_042008,Complete genome,dsDNA,bacteria,101.06
AT10B_S2_NODE_1_length_122269_cov_11.242561_91,AIW02675.1,54.9,71,30,2,1,70,10,79,1.8100000000000002e-21,81.6,AT10B_S15_NODE_1_length_45468_cov_7,103329,AIW02675.1,hypothetical protein PBI_JAY2JAY_221,Streptomyces phage Jay2Jay,79.0,KM652554.1,133531.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus jay2jay,E,Streptomyces phage Jay2jay,,,KM652554,NC_029098,Complete genome,dsDNA,bacteria,38.979
AT10B_S2_NODE_1_length_122269_cov_11.242561_92,QGH76478.1,80.6,103,20,0,1,103,21,123,7.05e-57,174.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,QGH76478.1,deoxycytidylate deaminase,Streptomyces phage Daubenski,124.0,MN444876.1,133090.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus daubenski,E,Streptomyces phage Daubenski,,,MN444876,NC_055822,Complete genome,dsDNA,bacteria,83.018
AT10B_S2_NODE_1_length_122269_cov_11.242561_93,AXG66243.1,74.3,226,56,1,1,226,2,225,4.81e-125,355.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,AXG66243.1,hypothetical protein SEA_ANNADREAMY_151,Streptomyces phage Annadreamy,225.0,MH536811.1,125726.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Annadreamyvirus,,Annadreamyvirus annadreamy,E,Streptomyces phage Annadreamy,,,MH536811,NC_048719,Complete genome,dsDNA,bacteria,167.91799999999998
AT10B_S2_NODE_1_length_122269_cov_11.242561_94,AXH49276.1,60.1,158,60,2,1,156,1,157,2.19e-65,199.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,AXH49276.1,hypothetical protein SEA_BLUEEYEDBEAUTY_160,Streptomyces phage Blueeyedbeauty,158.0,MH536814.1,130473.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Annadreamyvirus,,Annadreamyvirus blueeyedbeauty,E,Streptomyces phage Blueeyedbeauty,,,MH536814,NC_048720,Complete genome,dsDNA,bacteria,94.95800000000001
AT10B_S2_NODE_1_length_122269_cov_11.242561_97,ASR77875.1,67.4,635,204,1,1,632,1,635,3.98e-316,873.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,ASR77875.1,hypothetical protein SEA_PEEBS_215,Streptomyces phage Peebs,636.0,MF347638.1,133047.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus peebs,E,Streptomyces phage Peebs,,,MF347638,NC_042011,Complete genome,dsDNA,bacteria,427.99
AT10B_S2_NODE_1_length_122269_cov_11.242561_98,QGH76480.1,72.8,334,76,3,1,328,1,325,4.43e-171,480.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,QGH76480.1,rIIB-like protein,Streptomyces phage Daubenski,325.0,MN444876.1,133090.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus daubenski,E,Streptomyces phage Daubenski,,,MN444876,NC_055822,Complete genome,dsDNA,bacteria,243.152
AT10B_S2_NODE_1_length_122269_cov_11.242561_99,AIW02679.1,88.2,254,28,1,3,256,2,253,6.059999999999999e-180,496.0,AT10B_S15_NODE_1_length_45468_cov_7,103329,AIW02679.1,phosphoesterase,Streptomyces phage Jay2Jay,255.0,KM652554.1,133531.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Boydwoodruffvirinae,Samistivirus,,Samistivirus jay2jay,E,Streptomyces phage Jay2jay,,,KM652554,NC_029098,Complete genome,dsDNA,bacteria,224.02800000000002
AT60_S4_NODE_1_length_56564_cov_17.679537_2,ATN95001.1,52.6,156,65,4,74,224,4,155,1.77e-46,157.0,AT60_S4_NODE_1_length_56564_cov_17,50919,ATN95001.1,hypothetical protein,Leptospira phage LE3,263.0,MF974396.1,48288.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Nylescharonvirus,,Nylescharonvirus LE3,E,Leptospira phage LE3,,,MF974396,NC_048678,Complete genome,dsDNA,bacteria,82.05600000000001
AT60_S4_NODE_1_length_56564_cov_17.679537_27,ADX42597.1,39.8,88,46,2,254,338,196,279,9.79e-08,56.2,AT60_S4_NODE_1_length_56564_cov_17,50919,ADX42597.1,main tail protein,Gordonia phage GTE2,281.0,HQ403646.1,45530.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Emalynvirus,,Emalynvirus GTE2,E,Gordonia phage GTE2,,,HQ403646,NC_015720,Complete genome,dsDNA,bacteria,35.024
AT60_S4_NODE_1_length_56564_cov_17.679537_48,AXH71808.1,45.5,189,61,2,33,221,29,175,8.93e-43,156.0,AT60_S4_NODE_1_length_56564_cov_17,50919,AXH71808.1,hypothetical protein HOT76_gp31,Eggerthella phage PMBT5,286.0,MH626557.1,30930.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Lentavirus,,Lentavirus PMBT5,E,Eggerthella phage PMBT5,,,MH626557,NC_048022,Complete genome,dsDNA,bacteria,85.99499999999999
AT60_S4_NODE_1_length_56564_cov_17.679537_59,AIW03217.1,42.4,92,45,3,17,107,18,102,3.69e-14,68.9,AT60_S4_NODE_1_length_56564_cov_17,50919,AIW03217.1,HNH homing endonuclease,Bacillus phage Mater,227.0,KM236245.1,164302.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Herelleviridae,Bastillevirinae,Matervirus,,Matervirus mater,E,Bacillus phage Mater,,,KM236245,NC_027366,Complete genome,dsDNA,bacteria,39.008
AT60_S4_NODE_1_length_56564_cov_17.679537_60,AYQ98972.1,49.0,210,85,4,26,227,1,196,3.7800000000000003e-63,197.0,AT60_S4_NODE_1_length_56564_cov_17,50919,AYQ98972.1,DNA methyltransferase,Arthrobacter phage Anjali,197.0,MK016490.1,19679.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Anjalivirus,,Anjalivirus anjali,E,Arthobacter phage Anjali,,,MK016490,NC_048739,Complete genome,dsDNA,bacteria,102.9
BA2_S12_NODE_1_length_51717_cov_5.409179_1,AAQ54960.1,41.7,96,52,2,44,136,142,236,8.56e-14,68.9,BA2_S12_NODE_1_length_51717_cov_5.409179,47814,AAQ54960.1,putative DNA replication protein,Burkholderia phage Bcep22,257.0,AY349011.3,63882.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Lessievirus,,Lessievirus bcep22,E,Burkholderia phage Bcep22,,,AY349011,NC_005262,Complete genome,dsDNA,bacteria,40.032000000000004
BA2_S12_NODE_1_length_51717_cov_5.409179_16,AEZ65659.1,24.8,286,189,8,11,280,10,285,1.23e-11,67.4,BA2_S12_NODE_1_length_51717_cov_5.409179,47814,AEZ65659.1,capsid protein,Cyanophage S-TIM5,327.0,JQ245707.1,161440.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Aurunvirus,,Aurunvirus STIM5,E,Cyanophage S-TIM5,,,JQ245707,NC_019516,Complete genome,dsDNA,bacteria,70.928
BA2_S12_NODE_1_length_51717_cov_5.409179_29,ALY09861.1,36.5,104,58,3,35,130,40,143,7.22e-09,53.9,BA2_S12_NODE_1_length_51717_cov_5.409179,47814,ALY09861.1,minor tail protein,Arthrobacter phage PrincessTrina,156.0,KU160660.1,70265.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Klausavirus,,Klausavirus princesstrina,E,Arthrobacter phage PrincessTrina,,,KU160660,NC_042053,Complete genome,dsDNA,bacteria,37.96
BA2_S12_NODE_1_length_51717_cov_5.409179_41,AHI60022.1,27.3,311,210,5,42,350,156,452,2.19e-20,98.6,BA2_S12_NODE_1_length_51717_cov_5.409179,47814,AHI60022.1,putative tail protein,Acinetobacter phage IMEAB3,820.0,KF811200.1,43050.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Lokivirus,,Lokivirus IMEAB3,E,Acinetobacter phage IMEAB3,,,KF811200,NC_023590,Complete genome,dsDNA,bacteria,84.903
BA2_S12_NODE_1_length_51717_cov_5.409179_50,AFC21317.1,47.5,177,82,4,6,172,7,182,6.8099999999999996e-40,135.0,BA2_S12_NODE_1_length_51717_cov_5.409179,47814,AFC21317.1,lysozyme,Cronobacter phage vB_CsaM_GAP31,184.0,JN882284.1,147940.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Vequintavirinae,Seunavirus,,Seunavirus GAP31,E,Cronobacter phage vB_CsaM_GAP31,,,JN882284,NC_019400,Complete genome,dsDNA,bacteria,84.075
BA2_S12_NODE_1_length_51717_cov_5.409179_60,AMU78488.1,38.4,151,68,6,1,142,1,135,1.0100000000000002e-21,88.2,BA2_S12_NODE_1_length_51717_cov_5.409179,47814,AMU78488.1,hypothetical protein SEA_SKINNYPETE_58,Mycobacterium phage SkinnyPete,154.0,KU935729.1,43478.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Nclasvirinae,Charlievirus,,Charlievirus skinnypete,E,Mycobacterium phage SkinnyPete,,,KU935729,NC_041882,Complete genome,dsDNA,bacteria,57.983999999999995
BA2_S12_NODE_1_length_51717_cov_5.409179_65,VUF53690.1,26.4,296,193,10,1,279,68,355,6.91e-14,73.6,BA2_S12_NODE_1_length_51717_cov_5.409179,47814,VUF53690.1,Phage integrase,Escherichia phage Lambda_ev099,356.0,LR597635.1,47224.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Radostvirus,,Radostvirus ev099,E,Escherichia phage ev099,,,LR597635,NC_049953,Complete genome,dsDNA,bacteria,78.14399999999999
BA2_S12_NODE_1_length_51717_cov_5.409179_66,AKA61172.1,42.3,343,168,7,1,316,1,340,5.56e-71,227.0,BA2_S12_NODE_1_length_51717_cov_5.409179,47814,AKA61172.1,putative integrase,Burkholderia phage AP3,358.0,KP966108.1,36499.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Peduoviridae,,Aptresvirus,,Aptresvirus AP3,E,Burkholderia phage AP3,,,KP966108,NC_047752,Complete genome,dsDNA,bacteria,145.089
BA2_S12_NODE_1_length_51717_cov_5.409179_7,AMD43229.1,51.6,126,61,0,5,130,6,131,7.71e-43,141.0,BA2_S12_NODE_1_length_51717_cov_5.409179,47814,AMD43229.1,terminase small subunit,Acinetobacter phage LZ35,145.0,KU510289.1,44885.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Obolenskvirus,,Obolenskvirus LZ35,E,Acinetobacter phage LZ35,,,KU510289,NC_031117,Complete genome,dsDNA,bacteria,65.016
BA2_S12_NODE_1_length_51717_cov_5.409179_71,AXQ69217.1,52.3,195,72,3,3,194,4,180,4.5100000000000005e-64,198.0,BA2_S12_NODE_1_length_51717_cov_5.409179,47814,AXQ69217.1,hypothetical protein CcrBL9_gp193,Caulobacter phage CcrBL9,194.0,MH588546.1,322272.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,Dolichocephalovirinae,Bertelyvirus,,Bertelyvirus BL9,E,Caulobacter phage CcrBL9,,,MH588546,NC_048047,Complete genome,dsDNA,bacteria,101.98499999999999
BA2_S12_NODE_1_length_51717_cov_5.409179_76,AEK09973.1,45.8,153,73,4,9,156,25,172,5.14e-27,105.0,BA2_S12_NODE_1_length_51717_cov_5.409179,47814,AEK09973.1,ERF family ssDNA binding protein,Mycobacterium phage Rey,240.0,JF937105.1,83724.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Vilmaviridae,Mclasvirinae,Reyvirus,,Reyvirus rey,E,Mycobacterium phage Rey,,,JF937105,NC_041971,Complete genome,dsDNA,bacteria,70.074
BA2_S12_NODE_1_length_51717_cov_5.409179_8,AEX26878.1,42.9,482,236,13,25,497,14,465,1.04e-108,335.0,BA2_S12_NODE_1_length_51717_cov_5.409179,47814,AEX26878.1,terminase large subunit,Salmonella phage SPN1S,493.0,JN391180.1,38684.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,,,Uetakevirus,,Uetakevirus SPN1S,E,Salmonella phage SPN1S,,,JN391180,NC_016761,Complete genome,dsDNA,bacteria,206.778
BA2_S12_NODE_1_length_51717_cov_5.409179_80,AGC35524.1,33.6,220,124,6,7,206,8,225,9.94e-27,104.0,BA2_S12_NODE_1_length_51717_cov_5.409179,47814,AGC35524.1,hypothetical protein RHEph01_gp013,Rhizobium phage RHEph01,229.0,JX483873.1,43444.0,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,,,Autographiviridae,,Paadamvirus,,Paadamvirus RHEph01,E,Rhizobium phage RHEph01,,,JX483873,NC_047738,Complete genome,dsDNA,bacteria,73.92000000000002
