qseqid_ID,genome_ncbi_acc,conserved_AA_#,qseqid_genome_length,sseqid_genome_length,virus,length,distance
BC2_S2_NODE_1_length_59166,MH271312.1,66.045,54198,54189.0,Microbacterium phage RobsFeet,119,0.996344
BC2_S2_NODE_1_length_59166,JN680858.1,74.018,54198,69279.0,Mycobacterium phage Rumpelstiltskin,238,0.996403
BC2_S2_NODE_1_length_59166,MH744419.1,74.97,54198,71020.0,Arthrobacter phage KBurrousTX,126,0.996408
BC2_S2_NODE_1_length_59166,MH590598.1,64.052,54198,53058.0,Mycobacterium phage Krakatau,134,0.996417
BC2_S2_NODE_1_length_59166,MK433264.1,64.9,54198,55829.0,Gordonia phage Tiamoceli,236,0.996461
BC2_S2_NODE_1_length_59166,KR053200.1,64.9,54198,56982.0,Gordonia phage GTE6,236,0.996498
BC2_S2_NODE_1_length_59166,KT591489.1,76.096,54198,76271.0,Mycobacterium phage Archie,232,0.996501
BC2_S2_NODE_1_length_59166,KT124227.1,59.986,54198,49562.0,Streptomyces phage Aaronocolus,178,0.996531
BC2_S2_NODE_1_length_59166,MN234234.1,70.938,54198,68762.0,Arthrobacter phage Lymara,126,0.996538
BC2_S2_NODE_1_length_59166,KT152029.1,59.986,54198,49949.0,Streptomyces phage Caliburn,178,0.996544
BC2_S2_NODE_1_length_59166,MH976510.1,65.016,54198,59136.0,Gordonia phage Fosterous,216,0.996558
BC2_S2_NODE_1_length_59166,KT124229.1,59.986,54198,50727.0,Streptomyces phage Hydra,178,0.99657
BC2_S2_NODE_1_length_59166,KP064094.1,64.98,54198,59670.0,Escherichia phage CAjan,228,0.996576
BC2_S2_NODE_1_length_59166,JF744988.1,74.018,54198,75960.0,Mycobacterium phage Faith1,238,0.996588
BC2_S2_NODE_1_length_59166,MN703411.1,70.0,54198,69061.0,Arthrobacter phage DrYang,125,0.996593
BC2_S2_NODE_1_length_59166,MF324910.1,74.018,54198,76315.0,Mycobacterium phage GuuelaD,238,0.996597
BC2_S2_NODE_1_length_59166,MH479924.1,64.064,54198,58767.0,Gordonia phage Rofo,176,0.996597
BC2_S2_NODE_1_length_59166,MF185728.1,74.018,54198,77031.0,Mycobacterium phage Finemlucis,238,0.996616
BC2_S2_NODE_1_length_59166,KU160660.1,70.028,54198,70265.0,Arthrobacter phage PrincessTrina,122,0.996624
BC2_S2_NODE_1_length_59166,MF185718.1,70.028,54198,70707.0,Arthrobacter phage Colucci,122,0.996636
BC2_S2_NODE_1_length_59166,KM879463.1,70.028,54198,71200.0,Arthrobacter phage vB_ArtM-ArV1,122,0.996649
BC2_S2_NODE_1_length_59166,KX557285.1,67.0,54198,66611.0,Gordonia phage Terapin,250,0.996672
BC2_S2_NODE_1_length_59166,MG925349.1,50.008,54198,43511.0,Mycobacterium phage Mendokysei,76,0.996929
BC2_S2_NODE_1_length_59166,KC117377.1,79.98,54198,102319.0,Halovirus HVTV-1,258,0.996934
BC2_S2_NODE_1_length_59166,MH271313.1,61.992,54198,67118.0,Gordonia phage Suzy,246,0.996934
BC2_S2_NODE_1_length_59166,JX483876.1,53.972,54198,53018.0,Rhizobium phage RHEph04,131,0.99698
BC2_S2_NODE_1_length_59166,MN234228.1,66.086,54198,77876.0,Mycobacterium phage Tourach,191,0.996998
BC2_S2_NODE_1_length_59166,KU998247.1,70.938,54198,93843.0,Gordonia phage Bachita,126,0.997125
BC2_S2_NODE_1_length_59166,KJ510413.1,46.008,54198,42392.0,Mycobacterium phage Bernal13,71,0.997142
BC2_S2_NODE_1_length_59166,MN908687.1,98.004,54198,152435.0,Gordonia phage Skog,189,0.997154
BC2_S2_NODE_1_length_59166,MK524501.1,69.052,54198,91510.0,Gordonia phage BrutonGaster,122,0.997157
BC2_S2_NODE_1_length_59166,DQ398052.2,60.021,54198,78296.0,Mycobacterium phage Wildcat,243,0.997282
BC2_S2_NODE_1_length_59166,MN586047.1,51.0,54198,58844.0,Gordonia phage EMoore,150,0.997293
BC2_S2_NODE_1_length_59166,MK977695.1,86.936,54198,150830.0,Gordonia phage Pupper,179,0.997456
BC2_S2_NODE_1_length_59166,KX557272.1,59.976,54198,92580.0,Gordonia phage Bantam,204,0.997548
BC2_S2_NODE_1_length_59166,MH590603.1,58.912,54198,90490.0,Gordonia phage Daredevil,224,0.997557
BC2_S2_NODE_1_length_59166,MW314849.1,43.956,54198,55006.0,Gordonia phage Dexdert,132,0.997585
BC2_S2_NODE_1_length_59166,MH536812.1,42.0,54198,52195.0,Gordonia phage Apricot,75,0.997631
BC2_S2_NODE_1_length_59166,JN859129.1,42.966,54198,55363.0,Mycobacterium phage DotProduct,77,0.997647
BC2_S2_NODE_1_length_59166,AY129336.2,42.966,54198,56275.0,Mycobacterium phage Che9d,77,0.997666
BC2_S2_NODE_1_length_59166,MT897904.1,42.966,54198,57356.0,Mycobacterium phage Royals2015,77,0.997689
BC2_S2_NODE_1_length_59166,MG099939.1,42.0,54198,54867.0,Gordonia phage BENtherdunthat,75,0.997689
BC2_S2_NODE_1_length_59166,KR824843.1,42.966,54198,58338.0,Mycobacterium phage Ovechkin,77,0.997709
BC2_S2_NODE_1_length_59166,MH632119.1,42.966,54198,58731.0,Mycobacterium phage Harley,77,0.997717
BC2_S2_NODE_1_length_59166,MH779504.1,42.0,54198,56214.0,Gordonia phage Getalong,75,0.997718
BC2_S2_NODE_1_length_59166,AY129330.1,42.966,54198,59471.0,Mycobacterium phage Che8,77,0.997732
BC2_S2_NODE_1_length_59166,KU998235.1,37.995,54198,46570.0,Gordonia phage Bowser,85,0.997738
BC2_S2_NODE_1_length_59166,AY129338.1,62.04,54198,110865.0,Mycobacterium phage Omega,264,0.997745
BC2_S2_NODE_1_length_59166,MN010760.1,41.99,54198,58718.0,Gordonia phage Nubi,95,0.997769
BC2_S2_NODE_1_length_59166,MH077577.1,40.986,54198,57034.0,Mycobacterium phage AlishaPH,69,0.997789
BC2_S2_NODE_1_length_59166,KU963252.2,36.98,54198,46895.0,Gordonia phage Schnabeltier,86,0.997805
BC2_S2_NODE_1_length_59166,MH001449.1,39.999,54198,55178.0,Mycobacterium phage MooMoo,67,0.997806
BC2_S2_NODE_1_length_59166,HM152764.1,40.986,54198,59598.0,Mycobacterium phage Angelica,69,0.997839
BC2_S2_NODE_1_length_59166,KU160664.1,40.994,54198,59807.0,Arthrobacter phage Salgado,103,0.997843
BC2_S2_NODE_1_length_59166,KU160654.1,40.994,54198,60005.0,Arthrobacter phage Laroye,103,0.997846
BC2_S2_NODE_1_length_59166,MH001453.1,40.986,54198,60031.0,Mycobacterium phage Adonis,69,0.997847
BC2_S2_NODE_1_length_59166,MF140418.1,40.994,54198,60137.0,Arthrobacter phage LiSara,103,0.997849
BC2_S2_NODE_1_length_59166,MG962371.1,40.986,54198,60143.0,Mycobacterium phage LaterM,69,0.997849
BC2_S2_NODE_1_length_59166,MH371113.1,40.986,54198,60494.0,Mycobacterium phage Beezoo,69,0.997856
BC2_S2_NODE_1_length_59166,JN831654.1,35.99,54198,49228.0,Mycobacterium phage Saintus,118,0.997912
BC2_S2_NODE_1_length_59166,JX015524.1,37.052,54198,52494.0,Mycobacterium phage Astro,118,0.997916
BC2_S2_NODE_1_length_59166,MK864267.1,39.045,54198,59448.0,Gordonia phage Valary,95,0.997939
BC2_S2_NODE_1_length_59166,MT771343.1,38.038,54198,58203.0,Gordonia phage Clown,91,0.99797
BC2_S2_NODE_1_length_59166,KF024727.1,42.054,54198,70120.0,Mycobacterium phage Reprobate,129,0.99797
BC2_S2_NODE_1_length_59166,KX610764.1,38.016,54198,60190.0,Mycobacterium phage Kersh,66,0.998006
BC2_S2_NODE_1_length_59166,MK937592.1,61.957,54198,136361.0,Mycobacterium phage Phrappuccino,167,0.998049
BC2_S2_NODE_1_length_59166,MN586040.1,60.024,54198,136319.0,Gordonia phage Stormageddon,164,0.99811
BC2_S2_NODE_1_length_59166,KF416342.1,39.008,54198,70657.0,Mycobacterium phage Papyrus,92,0.998125
BC2_S2_NODE_1_length_59166,JF704112.1,39.008,54198,71547.0,Mycobacterium phage Send513,92,0.998139
BC2_S2_NODE_1_length_59166,KR080206.1,34.0,54198,61081.0,Mycobacterium phage ShedlockHolmes,80,0.99823
BC2_S2_NODE_1_length_59166,MF373841.1,34.0,54198,61318.0,Mycobacterium phage Hurricane,80,0.998234
BC2_S2_NODE_1_length_59166,HM152767.2,33.04,54198,59798.0,Mycobacterium phage CrimD,80,0.998261
BC2_S2_NODE_1_length_59166,MK016503.1,33.04,54198,60311.0,Mycobacterium phage Prithvi,80,0.998269
BC2_S2_NODE_1_length_59166,MF140416.1,33.04,54198,60934.0,Mycobacterium phage LastHope,80,0.998278
BC2_S2_NODE_1_length_59166,HQ316584.1,28.992,54198,46997.0,Cyanophage SS120-1,64,0.998281
BC2_S2_NODE_1_length_59166,JF937104.1,33.04,54198,61147.0,Mycobacterium phage Pixie,80,0.998281
BC2_S2_NODE_1_length_59166,KM236245.1,59.985,54198,164302.0,Bacillus phage Mater,215,0.998353
BC2_S2_NODE_1_length_59166,MN234226.1,31.04,54198,61222.0,Mycobacterium phage Curiosium,80,0.998386
BC2_S2_NODE_1_length_59166,MN284893.1,33.005,54198,71552.0,Mycobacterium phage LilMcDreamy,115,0.998425
BC2_S2_NODE_1_length_59166,JF937105.1,33.04,54198,83724.0,Mycobacterium phage Rey,80,0.998563
BC2_S2_NODE_1_length_59166,JN699007.1,28.98,54198,69864.0,Mycobacterium phage Acadian,84,0.998598
BC2_S2_NODE_1_length_59166,MT657341.1,31.04,54198,83601.0,Mycobacterium phage Estes,80,0.998648
BC2_S2_NODE_1_length_59166,KY979132.2,45.03,54198,156281.0,Acidovorax phage ACP17,114,0.998716
BC2_S2_NODE_1_length_59166,KU253712.1,46.98,54198,165868.0,Bacillus phage Eldridge,162,0.998719
BC2_S2_NODE_1_length_59166,KX752698.1,43.014,54198,160985.0,Mycobacterium phage Tonenili,107,0.998801
BC2_S2_NODE_1_length_59166,AE006468.2,84.935,54198,4857450.0,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,225,0.999896
CD2_S15_NODE_22_length_6698_cov_50,MH629685.1,292.032,2964,144311.0,Synechococcus virus S-PRM1,338,0.988103
CD2_S15_NODE_22_length_6698_cov_50,MH920639.1,290.004,2964,158485.0,Synechococcus phage S-P4,338,0.989222
CD2_S15_NODE_22_length_6698_cov_50,KX349289.1,293.046,2964,171216.0,Synechococcus phage S-RIM8,338,0.989905
CD2_S15_NODE_22_length_6698_cov_50,KU686207.1,290.004,2964,172230.0,Synechococcus phage S-CAM22,338,0.990068
CD2_S15_NODE_22_length_6698_cov_50,KU594605.1,293.046,2964,174307.0,Cyanophage S-RIM50,338,0.990081
CD2_S15_NODE_22_length_6698_cov_50,GU071094.1,291.018,2964,174079.0,Synechococcus phage S-SM1,338,0.990137
CD2_S15_NODE_22_length_6698_cov_50,KU686206.1,292.032,2964,174830.0,Synechococcus phage S-CAM9,338,0.990145
CD2_S15_NODE_22_length_6698_cov_50,GU071106.1,291.018,2964,175230.0,Synechococcus phage Syn19,338,0.990201
CD2_S15_NODE_22_length_6698_cov_50,HQ317292.1,291.018,2964,175430.0,Synechococcus phage S-RIM2 R1_1999,338,0.990212
CD2_S15_NODE_22_length_6698_cov_50,KJ019028.1,295.074,2964,179116.0,Synechococcus phage ACG-2014d,338,0.990277
CD2_S15_NODE_22_length_6698_cov_50,DQ149023.2,291.018,2964,177300.0,Synechococcus phage syn9,338,0.990314
CD2_S15_NODE_22_length_6698_cov_50,MH412654.1,295.074,2964,181082.0,Synechococcus phage S-T4,338,0.99038
CD2_S15_NODE_22_length_6698_cov_50,HQ634189.1,290.979,2964,178807.0,Synechococcus phage Syn30,351,0.990395
CD2_S15_NODE_22_length_6698_cov_50,GU071096.1,290.004,2964,179563.0,Synechococcus phage S-ShM2,338,0.990467
CD2_S15_NODE_22_length_6698_cov_50,KU686211.1,296.872,2964,186386.0,Synechococcus phage S-WAM2,344,0.990593
CD2_S15_NODE_22_length_6698_cov_50,KU686210.1,290.004,2964,185102.0,Synechococcus phage S-WAM1,338,0.990748
CD2_S15_NODE_22_length_6698_cov_50,GU071095.1,292.032,2964,190789.0,Synechococcus phage S-SM2,351,0.990957
CD2_S15_NODE_22_length_6698_cov_50,FM207411.1,297.102,2964,194454.0,Synechococcus phage S-RSM4,338,0.99097
CD2_S15_NODE_22_length_6698_cov_50,GU071105.1,291.018,2964,191195.0,Prochlorococcus phage Syn1,338,0.991007
CD2_S15_NODE_22_length_6698_cov_50,KJ019082.1,290.004,2964,190768.0,Synechococcus phage ACG-2014i,338,0.991018
CD2_S15_NODE_22_length_6698_cov_50,HQ634177.1,294.138,2964,198013.0,Synechococcus phage S-CAM1,351,0.991219
CD2_S15_NODE_22_length_6698_cov_50,AJ630128.1,290.835,2964,196280.0,Synechococcus phage S-PM2,345,0.991242
CD2_S15_NODE_22_length_6698_cov_50,KX349294.1,291.018,2964,197450.0,Cyanophage S-RIM44,338,0.991287
CD2_S15_NODE_22_length_6698_cov_50,KU686199.1,290.979,2964,198190.0,Synechococcus phage S-CAM3,351,0.991321
CD2_S15_NODE_22_length_6698_cov_50,MF351863.1,292.032,2964,204930.0,Synechococcus phage Bellamy,351,0.991572
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,AF396866.1,536.846,39036,49534.0,Myxococcus phage Mx8,1318,0.963632
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,JN939332.1,225.922,39036,38253.0,Brucella phage Pr,634,0.982462
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,JN939331.1,225.922,39036,41148.0,Brucella phage Tb,634,0.983095
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,MK016490.1,91.96,39036,19679.0,Arthrobacter phage Anjali,209,0.990603
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,KY670595.1,122.016,39036,45415.0,Acinetobacter phage WCHABP12,246,0.991331
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,EU717894.1,120.034,39036,44080.0,Xanthomonas phage phiL7,306,0.991335
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,KY829116.2,122.016,39036,45888.0,Acinetobacter phage WCHABP1,246,0.991379
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,HE806280.1,121.032,39036,46387.0,Acinetobacter phage AP22,246,0.991499
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,DQ777876.1,118.028,39036,44520.0,Xanthomonas phage Xop411,300,0.991525
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,MK804891.1,115.96,39036,43233.0,Aeromonas phage 2_D05,223,0.991543
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,AY299121.1,117.023,39036,44373.0,Xanthomonas phage Xp10,313,0.991582
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,KJ817802.1,108.9,39036,44844.0,Acinetobacter phage YMC-13-01-C62,242,0.99221
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,KC821619.1,99.9,39036,39189.0,Cellulophaga phage phi18:1,222,0.992337
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,KC821617.1,99.012,39036,38776.0,Cellulophaga phage phi17:1,222,0.992365
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,MK804892.1,103.008,39036,42249.0,Aeromonas phage 4_D05,222,0.992397
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,MN812224.1,98.064,39036,38527.0,Flavobacterium phage vB_FspS_mumin9-1,216,0.992414
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,GU071104.1,108.054,39036,47536.0,Cyanophage NATL2A-133,207,0.992511
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,MN812206.1,95.904,39036,38028.0,Flavobacterium phage vB_FspS_filifjonk9-1,216,0.992533
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,GU071100.1,107.019,39036,47055.0,Cyanophage 9515-10a,207,0.992541
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,AY369265.2,107.996,39036,48177.0,Burkholderia phage Bcep1,203,0.99257
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,MN812227.1,95.904,39036,38501.0,Flavobacterium phage vB_FspS_mymlan6-1,216,0.992579
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,MN812229.1,95.048,39036,38134.0,Flavobacterium phage vB_FspS_sniff9-1,218,0.99261
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,MN812231.1,95.048,39036,38214.0,Flavobacterium phage vB_FspS_snork6-1,218,0.992618
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,MN812212.1,95.048,39036,38268.0,Flavobacterium phage vB_FspS_lillamy9-1,218,0.992623
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,MN812219.1,95.048,39036,38385.0,Flavobacterium phage vB_FspS_morran9-1,218,0.992634
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,MN812207.1,95.904,39036,39262.0,Flavobacterium phage vB_FspS_hattifnatt9-1,216,0.992651
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,MT740730.2,115.059,39036,55171.0,Ralstonia phage Cimandef,283,0.992672
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,MH638294.1,121.023,39036,61129.0,Ralstonia phage GP4,287,0.992751
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,KR072689.1,93.112,39036,38261.0,Paracoccus phage Shpa,226,0.992772
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,MT740736.1,114.058,39036,57352.0,Ralstonia phage Eline,283,0.9929
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,MT740742.1,115.059,39036,58352.0,Ralstonia phage Heva,283,0.992911
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,AY939843.2,99.086,39036,45176.0,Prochlorococcus phage P-SSP7,206,0.99294
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,AP013544.1,93.086,39036,40564.0,uncultured phage_MedDCM-OCT-S45-C18,218,0.992983
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,MT740740.1,114.079,39036,61164.0,Ralstonia phage Gervaise,283,0.993169
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,MT740739.1,111.99,39036,60898.0,Ralstonia phage Gerry,296,0.993276
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,KC821607.1,100.905,39036,57447.0,Cellulophaga phage phi19:1,217,0.993725
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,KC462197.1,71.967,39036,35430.0,Burkholderia phage ST79,149,0.994201
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,KC821622.1,106.02,39036,72961.0,Cellulophaga phage phi46:3,228,0.99432
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,KC821608.1,100.037,39036,75994.0,Cellulophaga phage phi19:3,217,0.994782
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,HM151342.1,81.073,39036,62668.0,Roseobacter phage RDJL Phi 1,251,0.995217
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,MT740745.1,65.928,39036,46321.0,Ralstonia phage Raharianne,164,0.995366
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,JQ007353.1,57.984,39036,43221.0,Salmonella phage SE2,151,0.995771
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,JX297445.1,56.004,39036,41546.0,Salmonella phage vB_SenS_AG11,156,0.99583
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,KF765493.2,57.036,39036,43766.0,Klebsiella phage F19,147,0.995867
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,KF562864.1,56.004,39036,42665.0,Salmonella phage SETP13,156,0.995887
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,HQ711985.1,60.984,39036,54024.0,Detrevirus PMG1,168,0.996068
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,KC262634.1,67.098,39036,65270.0,Pseudomonas phage H66,211,0.99614
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,MK388689.1,73.01,39036,74710.0,Pantoea phage vB_PagM_LIET2,245,0.996149
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,MT613935.1,51.948,39036,44033.0,Pseudomonas phage Persinger,111,0.996248
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,MT740737.1,48.98,39036,39744.0,Ralstonia phage Firinga,124,0.99627
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,AF069308.1,48.984,39036,40751.0,Escherichia phage HK022,156,0.996316
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,JQ182735.1,51.04,39036,47288.0,Escherichia phage HK629,145,0.996452
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,KX015770.1,52.052,39036,49167.0,Salmonella phage phSE-2,154,0.996459
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,MH729819.1,52.052,39036,49665.0,Citrobacter phage Sazh,154,0.996479
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,KM236241.1,52.052,39036,49816.0,Citrobacter phage Stevie,154,0.996485
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,MG241338.1,52.052,39036,50316.0,Salmonella phage YSP2,154,0.996505
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,KC139513.1,52.052,39036,51092.0,Salmonella phage FSL SP-126,154,0.996535
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,MT740738.2,56.0,39036,58603.0,Ralstonia phage Gamede,140,0.996559
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,MT740731.2,55.02,39036,57085.0,Ralstonia phage Claudette,140,0.996566
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,AY625898.1,58.032,39036,65195.0,Pseudomonas phage F116,156,0.996659
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,MN508356.1,61.047,39036,79328.0,Acinetobacter phage VB_ApiP_XC38,153,0.996905
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,MF158040.1,63.04,39036,87570.0,Shigella phage Sf13,160,0.997012
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,MK301608.1,57.024,39036,78071.0,Vibrio virus vB_VspP_SBP1,144,0.997078
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,AM265639.1,37.962,39036,41593.0,Pseudomonas phage LKA1,111,0.997175
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,KM366097.1,37.98,39036,43602.0,Salmonella phage BP12B,90,0.997242
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,MG592410.1,52.06,39036,75880.0,Vibrio phage 1.026.O._10N.222.49.C7,137,0.997282
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,JQ312117.1,44.974,39036,69391.0,Agrobacterium phage 7-7-1,113,0.997511
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,AY288927.2,32.984,39036,43769.0,Salmonella phage SP6,76,0.99761
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,KR233164.1,58.08,39036,111325.0,Salmonella phage NR01,160,0.997682
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,MG711461.1,30.0,39036,48211.0,Faecalibacterium phage FP_Lagaffe,80,0.997937
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,MF158042.1,29.993,39036,48262.0,Shigella phage Sd1,89,0.997939
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,MT774395.1,45.98,39036,103665.0,crAssphage cr52_1,121,0.998067
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,AF165214.2,30.024,39036,56426.0,Pseudomonas phage D3,72,0.998113
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,MT774403.1,42.952,39036,98557.0,crAssphage cr113_1,118,0.998127
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,AB797215.1,56.98,39036,159991.0,Taipeivirus 0507KN21,154,0.998282
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,MF001362.1,55.955,39036,156585.0,Salmonella phage SP1,155,0.998284
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,KU356690.1,31.031,39036,69844.0,Pseudomonas phage ZC03,77,0.99829
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,KP143762.1,36.04,39036,87709.0,Salmonella phage Mushroom,85,0.998294
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,KU356691.1,31.031,39036,70774.0,Pseudomonas phage ZC08,77,0.998304
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,MT074466.1,42.059,39036,114059.0,Salmonella phage atrejo,137,0.998352
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,KF554508.2,47.955,39036,138658.0,Bacillus phage CP-51,139,0.998381
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,KX377933.1,34.0,39036,87662.0,Escherichia phage vB_EcoM_Alf5,85,0.99839
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,MG250486.1,41.984,39036,145759.0,Raoultella phage Ro1,128,0.998637
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,AF303741.1,42.012,39036,212482.0,Invertebrate iridescent virus 6,108,0.998998
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,HF920637.1,39.962,39036,220222.0,Armadillidium vulgare iridescent virus,106,0.999075
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,KP339049.1,25.002,39036,147589.0,Enterococcus phage EFDG1,54,0.999196
CD3_S11_NODE_1_length_40506_cov_6_caudovirales,KY549443.1,25.002,39036,155053.0,Enterococcus phage EFP01,54,0.999227
CG5_S8_NODE_1_length_66368_cov_6,KX017520.1,239.077,61605,45342.0,Salmonella phage 64795_sal3,639,0.986587
CG5_S8_NODE_1_length_66368_cov_6,KX523699.2,202.915,61605,47564.0,Salmonella phage IME207,485,0.988848
CG5_S8_NODE_1_length_66368_cov_6,MH321493.1,201.912,61605,47393.0,Salmonella phage Skate,480,0.988885
CG5_S8_NODE_1_length_66368_cov_6,EU717894.1,179.096,61605,44080.0,Xanthomonas phage phiL7,460,0.989832
CG5_S8_NODE_1_length_66368_cov_6,MK947460.1,179.014,61605,45126.0,Salmonella phage vB_SenS_SB28,484,0.989937
CG5_S8_NODE_1_length_66368_cov_6,JQ177063.1,171.12,61605,43551.0,Aeromonas phage vB_AsaM-56,496,0.990236
CG5_S8_NODE_1_length_66368_cov_6,AF165214.2,162.956,61605,56426.0,Pseudomonas phage D3,442,0.991716
CG5_S8_NODE_1_length_66368_cov_6,JX297445.1,132.033,61605,41546.0,Salmonella phage vB_SenS_AG11,320,0.99232
CG5_S8_NODE_1_length_66368_cov_6,KF562864.1,132.033,61605,42665.0,Salmonella phage SETP13,320,0.992402
CG5_S8_NODE_1_length_66368_cov_6,AY299121.1,130.888,61605,44373.0,Xanthomonas phage Xp10,324,0.99259
CG5_S8_NODE_1_length_66368_cov_6,MH203384.1,125.036,61605,40836.0,Enterococcus phage vB_EfaS_AL2,286,0.992677
CG5_S8_NODE_1_length_66368_cov_6,MK112901.1,134.108,61605,48608.0,Salmonella virus KFS-SE2,322,0.992699
CG5_S8_NODE_1_length_66368_cov_6,AF320576.1,178.036,61605,86155.0,Salmonella phage FelixO1,463,0.992771
CG5_S8_NODE_1_length_66368_cov_6,MH791402.1,130.988,61605,48285.0,Salmonella phage Segz_1,324,0.992848
CG5_S8_NODE_1_length_66368_cov_6,MH791412.1,126.002,61605,45049.0,Salmonella phage SeSz-2,320,0.992912
CG5_S8_NODE_1_length_66368_cov_6,KP143762.1,176.09,61605,87709.0,Salmonella phage Mushroom,468,0.992924
CG5_S8_NODE_1_length_66368_cov_6,MH638294.1,141.941,61605,61129.0,Ralstonia phage GP4,327,0.993061
CG5_S8_NODE_1_length_66368_cov_6,KM236239.1,166.853,61605,87999.0,Citrobacter phage Moogle,463,0.993308
CG5_S8_NODE_1_length_66368_cov_6,JX403940.1,119.022,61605,45364.0,Acinetobacter phage YMC/09/02/B1251,498,0.993324
