qseqid_ID,genome_ncbi_acc,conserved_AA_#,qseqid_genome_length,sseqid_genome_length,virus,length,distance
CR10_S3_NODE_71_length_5707_cov_24.036945,KX774321.1,107.136,5706,134973.0,Rhodococcus phage Weasels2,372,0.995431
CR10_S3_NODE_71_length_5707_cov_24.036945,KU873925.1,111.16,5706,158136.0,Pseudomonas phage pf16,397,0.995929
CR10_S3_NODE_71_length_5707_cov_24.036945,KU640380.1,71.955,5706,138081.0,Bacillus phage Shbh1,135,0.996997
CR10_S3_NODE_71_length_5707_cov_24.036945,AB366653.2,115.83,5706,231255.0,Ralstonia phage phiRSL1,390,0.997067
CR10_S3_NODE_71_length_5707_cov_24.036945,JX100813.1,107.822,5706,215710.0,Caulobacter phage phiCbK,377,0.997078
CR10_S3_NODE_71_length_5707_cov_24.036945,JX100809.1,105.937,5706,219216.0,Caulobacter phage CcrSwift,377,0.997174
CR10_S3_NODE_71_length_5707_cov_24.036945,MH588544.1,102.921,5706,220934.0,Caulobacter phage CcrBL10,377,0.997275
CR10_S3_NODE_71_length_5707_cov_24.036945,JX100814.1,102.921,5706,223720.0,Caulobacter phage CcrRogue,377,0.997308
CR10_S3_NODE_71_length_5707_cov_24.036945,KF806589.1,106.896,5706,271084.0,Erwinia phage Ea35-70,393,0.997683
CR10_S3_NODE_71_length_5707_cov_24.036945,KU886224.1,106.896,5706,271182.0,Erwinia phage vB_EamM_RAY,393,0.997684
CR10_S3_NODE_71_length_5707_cov_24.036945,MG655268.1,106.896,5706,272458.0,Erwinia phage vB_EamM_Desertfox,393,0.997694
CR10_S3_NODE_71_length_5707_cov_24.036945,KU886222.1,106.896,5706,273224.0,Erwinia phage vB_EamM_Special G,393,0.997701
CR10_S3_NODE_71_length_5707_cov_24.036945,KU886225.1,106.896,5706,273501.0,Erwinia phage vB_EamM_Deimos-Minion,393,0.997703
CR10_S3_NODE_71_length_5707_cov_24.036945,MG030347.1,37.98,5706,104329.0,Proteus phage PM135,90,0.997929
CR10_S3_NODE_71_length_5707_cov_24.036945,MH830339.1,36.99,5706,104410.0,Proteus phage Stubb,90,0.997984
CR10_S3_NODE_71_length_5707_cov_24.036945,KX078569.1,38.038,5706,163201.0,Morganella phage vB_MmoM_MP1,91,0.998649
CR10_S3_NODE_71_length_5707_cov_24.036945,MG696114.1,33.975,5706,167849.0,Proteus phage phiP4-3,75,0.998825
CR10_S3_NODE_71_length_5707_cov_24.036945,AE006468.2,107.088,5706,4857450.0,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,388,0.999868
CR10_S3_NODE_75_length_5559_cov_15.148668,AB854109.1,36.975,5295,44578.0,Ralstonia phage RSB3,85,0.995552
CR10_S3_NODE_82_length_5380_cov_3.372054,KX758335.1,163.001,4905,16360.0,Bubalus bubalis,437,0.954009
CR10_S3_NODE_82_length_5380_cov_3.372054,AE006468.2,644.322,4905,4857450.0,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,1483,0.999205
CR10_S3_NODE_83_length_5377_cov_15.674340,KC172839.1,192.775,4557,45942.0,Mycobacterium phage BTCU-1,701,0.977096
CR10_S3_NODE_83_length_5377_cov_15.674340,MF472895.1,199.994,4557,50283.0,Mycobacterium phage Kimona,722,0.978119
CR10_S3_NODE_83_length_5377_cov_15.674340,KJ510415.1,192.775,4557,50101.0,Mycobacterium phage Phantastic,701,0.978838
CR10_S3_NODE_83_length_5377_cov_15.674340,MH047633.1,189.158,4557,50006.0,Mycobacterium phage Pistachio,698,0.979199
CR10_S3_NODE_83_length_5377_cov_15.674340,KT246486.1,185.244,4557,49421.0,Mycobacterium phage Chadwick,718,0.979409
CR10_S3_NODE_83_length_5377_cov_15.674340,JF957058.1,187.796,4557,50364.0,Mycobacterium phage HelDan,706,0.979484
CR10_S3_NODE_83_length_5377_cov_15.674340,MN310541.1,194.643,4557,52466.0,Mycobacterium phage Jeeves,729,0.97952
CR10_S3_NODE_83_length_5377_cov_15.674340,MK524496.1,185.934,4557,50062.0,Mycobacterium phage Veracruz,699,0.979575
CR10_S3_NODE_83_length_5377_cov_15.674340,MT498066.1,196.908,4557,53399.0,Mycobacterium phage Georgie2,732,0.979615
CR10_S3_NODE_83_length_5377_cov_15.674340,KY965065.1,193.88,4557,53085.0,Mycobacterium phage Heffalump,740,0.979819
CR10_S3_NODE_83_length_5377_cov_15.674340,KR080193.1,194.643,4557,53387.0,Mycobacterium phage Luchador,729,0.979845
CR10_S3_NODE_83_length_5377_cov_15.674340,JF937094.1,186.68,4557,51889.0,Mycobacterium phage Hammer,718,0.980157
CR10_S3_NODE_83_length_5377_cov_15.674340,MH020239.1,185.04,4557,51594.0,Mycobacterium phage Naca,720,0.980228
CR10_S3_NODE_83_length_5377_cov_15.674340,MT522004.1,190.998,4557,53702.0,Mycobacterium phage Gail,729,0.980329
CR10_S3_NODE_83_length_5377_cov_15.674340,KJ567043.1,288.063,4557,90460.0,Mycobacterium phage Gaia,681,0.98181
CR10_S3_NODE_83_length_5377_cov_15.674340,KT004677.1,160.95,4557,49158.0,Mycobacterium phage UnionJack,555,0.982022
CR10_S3_NODE_83_length_5377_cov_15.674340,JN408459.1,159.84,4557,50965.0,Mycobacterium phage Cuco,555,0.982727
CR10_S3_NODE_83_length_5377_cov_15.674340,JN083852.1,156.782,4557,51083.0,Mycobacterium phage Benedict,554,0.983093
CR10_S3_NODE_83_length_5377_cov_15.674340,MN096372.1,153.076,4557,51182.0,Mycobacterium phage Zolita,539,0.983522
CR10_S3_NODE_83_length_5377_cov_15.674340,KP273225.1,155.136,4557,52927.0,Mycobacterium phage Sheen,512,0.983807
CR10_S3_NODE_83_length_5377_cov_15.674340,JF704097.1,151.971,4557,52213.0,Mycobacterium phage Gladiator,537,0.983938
CR10_S3_NODE_83_length_5377_cov_15.674340,MG099945.1,151.971,4557,52879.0,Mycobacterium phage Koko,537,0.984124
CR10_S3_NODE_83_length_5377_cov_15.674340,KF560332.1,150.897,4557,52873.0,Mycobacterium phage CloudWang3,537,0.984235
CR10_S3_NODE_83_length_5377_cov_15.674340,EU100884.1,186.864,4557,83319.0,Thermus phage P74-26,687,0.987241
CR10_S3_NODE_83_length_5377_cov_15.674340,EU100883.1,184.116,4557,84201.0,Thermus phage P23-45,687,0.987554
CR10_S3_NODE_83_length_5377_cov_15.674340,HQ336222.2,37.968,4557,1181549.0,Acanthamoeba polyphaga mimivirus,84,0.999808
CR10_S3_NODE_85_length_5332_cov_10.098763,KJ094031.2,74.046,4788,135764.0,Listeria phage LP-124,301,0.996839
CR10_S3_NODE_85_length_5332_cov_10.098763,KJ094030.1,74.046,4788,135831.0,Listeria phage LP-083-2,301,0.996841
CR10_S3_NODE_85_length_5332_cov_10.098763,KR049063.1,69.969,4788,130952.0,Enterococcus phage EFLK1,281,0.996907
CR10_S3_NODE_85_length_5332_cov_10.098763,AP009390.1,69.969,4788,142072.0,Enterococcus phage EF24C,281,0.997141
CR10_S3_NODE_85_length_5332_cov_10.098763,KJ801817.1,69.969,4788,145518.0,Enterococcus phage ECP3,281,0.997207
CR10_S3_NODE_85_length_5332_cov_10.098763,AY954970.1,51.03,4788,130706.0,Staphylococcus phage Twort,210,0.99774
CR10_S3_NODE_85_length_5332_cov_10.098763,KP339049.1,55.973,4788,147589.0,Enterococcus phage EFDG1,223,0.997796
CR10_S3_NODE_85_length_5332_cov_10.098763,MH078572.1,54.033,4788,142978.0,Staphylococcus phage phiSA_BS1,217,0.997806
CR10_S3_NODE_85_length_5332_cov_10.098763,AB853331.1,48.972,4788,132123.0,Staphylococcus phage S25-4,212,0.997854
CR10_S3_NODE_85_length_5332_cov_10.098763,MH880817.1,55.973,4788,152770.0,Enterococcus phage EfV12-phi1,223,0.997868
CR10_S3_NODE_85_length_5332_cov_10.098763,MH028956.1,54.033,4788,149229.0,Staphylococcus phage phiSA_BS2,217,0.997895
CR10_S3_NODE_85_length_5332_cov_10.098763,JX875065.1,48.972,4788,137031.0,Staphylococcus phage SA5,212,0.997928
CR10_S3_NODE_85_length_5332_cov_10.098763,FR852584.1,48.972,4788,138339.0,Staphylococcus phage ISP,212,0.997947
CR10_S3_NODE_85_length_5332_cov_10.098763,AY954969.1,48.972,4788,138715.0,Staphylococcus phage G1,212,0.997952
CR10_S3_NODE_85_length_5332_cov_10.098763,AB853330.1,48.972,4788,139738.0,Staphylococcus phage S25-3,212,0.997967
CR10_S3_NODE_85_length_5332_cov_10.098763,JQ686190.1,48.972,4788,139806.0,Staphylococcus phage G15,212,0.997968
CR10_S3_NODE_85_length_5332_cov_10.098763,KF021268.1,48.952,4788,139928.0,Staphylococcus phage phiIBB-SEP1,211,0.99797
CR10_S3_NODE_85_length_5332_cov_10.098763,JX080301.2,48.972,4788,141018.0,Staphylococcus phage A3R,212,0.997985
CR10_S3_NODE_85_length_5332_cov_10.098763,KP027447.1,48.952,4788,140961.0,Staphylococcus phage phiIPLA-C1C,211,0.997985
CR10_S3_NODE_85_length_5332_cov_10.098763,AB903967.1,48.972,4788,142094.0,Staphylococcus phage phiSA12,212,0.998
CR10_S3_NODE_85_length_5332_cov_10.098763,EU418428.2,48.972,4788,145542.0,Staphylococcus phage A5W,212,0.998045
CR10_S3_NODE_85_length_5332_cov_10.098763,JX080300.2,48.972,4788,145647.0,Staphylococcus phage Staph1N,212,0.998047
CR10_S3_NODE_85_length_5332_cov_10.098763,JX080304.2,48.972,4788,148243.0,Staphylococcus phage MSA6,212,0.99808
CR10_S3_NODE_85_length_5332_cov_10.098763,JX080303.2,48.972,4788,148481.0,Staphylococcus phage Fi200W,212,0.998083
CR10_S3_NODE_85_length_5332_cov_10.098763,JX080302.2,48.972,4788,148564.0,Staphylococcus phage 676Z,212,0.998084
CR10_S3_NODE_88_length_5257_cov_10.776062,KF534715.1,70.992,5109,55098.0,Pectobacterium phage PM1,306,0.992925
CR10_S3_NODE_88_length_5257_cov_10.776062,KJ502657.1,55.0,5109,44541.0,Vibrio phage Vc1,110,0.993353
CR10_S3_NODE_88_length_5257_cov_10.776062,MH651189.1,53.04,5109,43099.0,Gordonia phage Schmidt,104,0.993399
CR10_S3_NODE_88_length_5257_cov_10.776062,LN878149.1,49.98,5109,41620.0,Cronobacter phage Dev-CD-23823,105,0.993583
CR10_S3_NODE_88_length_5257_cov_10.776062,KF800937.1,50.05,5109,42542.0,Vibrio phage AS51,110,0.993698
CR10_S3_NODE_88_length_5257_cov_10.776062,KF322026.1,50.05,5109,42544.0,Vibrio phage phi-A318,110,0.993698
CR10_S3_NODE_88_length_5257_cov_10.776062,KC107834.1,49.035,5109,41796.0,Cronobacter phage vB_CskP_GAP227,105,0.993728
CR10_S3_NODE_88_length_5257_cov_10.776062,KY290756.1,50.05,5109,43121.0,Vibrio phage Vp670,110,0.993774
CR10_S3_NODE_88_length_5257_cov_10.776062,KY087898.2,54.093,5109,53333.0,Pectobacterium phage PP101,219,0.994446
CR10_S3_NODE_88_length_5257_cov_10.776062,HQ634192.1,57.015,5109,79114.0,Cellulophaga phage phiST,105,0.995938
CR10_S3_NODE_88_length_5257_cov_10.776062,KP202158.1,57.994,5109,162101.0,Yersinia phage vB_YenM_TG1,107,0.997919
CR10_S3_NODE_88_length_5257_cov_10.776062,KY593455.1,57.994,5109,167773.0,Yersinia phage fHe-Yen9-01,107,0.997987
CR10_S3_NODE_88_length_5257_cov_10.776062,HE956709.1,57.994,5109,168809.0,Yersinia phage phiR1-RT,107,0.997999
CR10_S3_NODE_88_length_5257_cov_10.776062,MH059636.2,56.048,5109,175774.0,Erwinia phage Cronus,113,0.998141
CR10_S3_NODE_88_length_5257_cov_10.776062,MT234342.1,46.035,5109,151073.0,Agrobacterium phage OLIVR5,99,0.998231
CR10_S3_NODE_88_length_5257_cov_10.776062,KY630187.1,57.982,5109,357154.0,Serratia phage BF,106,0.99904
CR10_S3_NODE_88_length_5257_cov_10.776062,JN882285.1,57.982,5109,358663.0,Cronobacter phage vB_CsaM_GAP32,106,0.999044
CR10_S3_NODE_88_length_5257_cov_10.776062,KU574722.1,57.982,5109,378379.0,Pectinobacterium phage vB_PcaM_CBB,106,0.999093
CR10_S3_NODE_9_length_10913_cov_3.816353,JN939332.1,158.976,10227,38253.0,Brucella phage Pr,552,0.980325
CR10_S3_NODE_9_length_10913_cov_3.816353,JN939331.1,158.976,10227,41148.0,Brucella phage Tb,552,0.981433
CR10_S3_NODE_9_length_10913_cov_3.816353,AF396866.1,164.088,10227,49534.0,Myxococcus phage Mx8,477,0.983526
CR10_S3_NODE_9_length_10913_cov_3.816353,KP202970.1,150.97,10227,48216.0,Achromobacter phage 83-24,487,0.984501
CR10_S3_NODE_9_length_10913_cov_3.816353,JQ067089.2,156.816,10227,55108.0,Pseudomonas phage PaMx28,484,0.985599
CR10_S3_NODE_9_length_10913_cov_3.816353,JQ067093.2,160.884,10227,58637.0,Pseudomonas phage PaMx74,492,0.985982
CR10_S3_NODE_9_length_10913_cov_3.816353,KJ419279.1,155.925,10227,56702.0,Enterobacteria phage 9g,525,0.986022
CR10_S3_NODE_9_length_10913_cov_3.816353,KM236243.1,153.0,10227,56776.0,Escherichia phage Seurat,510,0.986299
CR10_S3_NODE_9_length_10913_cov_3.816353,MT345684.1,150.016,10227,56163.0,Alteromonas phage vB_AcoS-R7M,512,0.986442
CR10_S3_NODE_9_length_10913_cov_3.816353,KX241618.1,158.096,10227,60497.0,Xanthomonas phage Xoo-sp2,482,0.986588
CR10_S3_NODE_9_length_10913_cov_3.816353,LN610577.1,149.136,10227,56537.0,Pseudomonas phage vB_PaeS_PAO1_Ab18,478,0.986597
CR10_S3_NODE_9_length_10913_cov_3.816353,KP719133.1,155.925,10227,59802.0,Enterobacteria phage JenP2,525,0.986641
CR10_S3_NODE_9_length_10913_cov_3.816353,KY926791.1,155.925,10227,60030.0,Salmonella phage SE1 (in:Nonagvirus),525,0.986684
CR10_S3_NODE_9_length_10913_cov_3.816353,KU356689.1,149.136,10227,57061.0,Pseudomonas phage ZC01,478,0.986702
CR10_S3_NODE_9_length_10913_cov_3.816353,KP064094.1,154.02,10227,59670.0,Escherichia phage CAjan,510,0.986779
CR10_S3_NODE_9_length_10913_cov_3.816353,KP719134.1,155.925,10227,60747.0,Enterobacteria phage JenK1,525,0.986818
CR10_S3_NODE_9_length_10913_cov_3.816353,KP719132.1,155.925,10227,60754.0,Enterobacteria phage JenP1,525,0.98682
CR10_S3_NODE_9_length_10913_cov_3.816353,MG948468.1,156.9,10227,61437.0,Pantoea phage vB_PagS_Vid5,523,0.986864
CR10_S3_NODE_9_length_10913_cov_3.816353,LR743532.1,160.024,10227,63828.0,Xanthomonas phage Bosa,482,0.987035
CR10_S3_NODE_9_length_10913_cov_3.816353,AM749441.1,147.84,10227,58663.0,Pseudomonas virus Yua,480,0.987124
CR10_S3_NODE_9_length_10913_cov_3.816353,KY000221.1,149.927,10227,59779.0,Bordetella phage CN1,479,0.98715
CR10_S3_NODE_9_length_10913_cov_3.816353,JQ067087.2,149.136,10227,59878.0,Pseudomonas phage PaMx11,478,0.987236
CR10_S3_NODE_9_length_10913_cov_3.816353,KY000218.1,148.18,10227,60160.0,Bordetella phage MW2,478,0.987369
CR10_S3_NODE_9_length_10913_cov_3.816353,KY000220.1,148.18,10227,60332.0,Bordetella phage FP1,478,0.987399
CR10_S3_NODE_9_length_10913_cov_3.816353,JX131330.1,147.84,10227,61167.0,Pseudomonas phage MP1412,480,0.987575
CR10_S3_NODE_9_length_10913_cov_3.816353,KY000219.1,148.18,10227,62030.0,Bordetella phage CN2,478,0.987696
CR10_S3_NODE_9_length_10913_cov_3.816353,KT734862.1,147.84,10227,62181.0,Pseudomonas phage PAE1,480,0.987749
CR10_S3_NODE_9_length_10913_cov_3.816353,KC758116.1,146.88,10227,61818.0,Pseudomonas phage LKO4,480,0.987768
CR10_S3_NODE_9_length_10913_cov_3.816353,MH203384.1,99.91,10227,40836.0,Enterococcus phage vB_EfaS_AL2,280,0.98826
CR10_S3_NODE_9_length_10913_cov_3.816353,KP793120.1,58.08,10227,30882.0,Lactococcus phage 936 group phage PhiL.18,160,0.991523
CR10_S3_NODE_9_length_10913_cov_3.816353,KP793125.1,58.08,10227,31495.0,Lactococcus phage 936 group phage Phi91127,160,0.991648
CR10_S3_NODE_9_length_10913_cov_3.816353,MK301438.1,58.08,10227,32312.0,Lactococcus phage 8V08,160,0.991808
CR10_S3_NODE_9_length_10913_cov_3.816353,KC182549.1,55.04,10227,30778.0,Lactococcus lactis phage p272,160,0.991946
CR10_S3_NODE_9_length_10913_cov_3.816353,KX379665.1,48.018,10227,29513.0,Lactococcus phage i0139,106,0.99275
CR10_S3_NODE_9_length_10913_cov_3.816353,FJ848884.1,46.004,10227,28643.0,Lactococcus phage CB19,106,0.992899
CR10_S3_NODE_9_length_10913_cov_3.816353,FJ848883.1,46.004,10227,29459.0,Lactococcus phage CB14,106,0.993045
CR10_S3_NODE_9_length_10913_cov_3.816353,MH193369.1,57.967,10227,40934.0,Enterococcus phage LY0322,169,0.993202
CR10_S3_NODE_9_length_10913_cov_3.816353,KX284704.1,53.946,10227,37933.0,Enterococcus phage SANTOR1,162,0.993279
CR10_S3_NODE_9_length_10913_cov_3.816353,KP793129.1,46.98,10227,31901.0,Lactococcus phage 936 group phage PhiJF1,108,0.993309
CR10_S3_NODE_9_length_10913_cov_3.816353,AJ251789.2,53.04,10227,43411.0,Lactobacillus phage A2,170,0.994067
CR10_S3_NODE_9_length_10913_cov_3.816353,KF728385.2,50.05,10227,41687.0,Enterococcus phage IME_EF3,110,0.994215
CR10_S3_NODE_9_length_10913_cov_3.816353,KC438283.1,56.064,10227,68964.0,Vibrio phage VCO139,146,0.995752
CR10_S3_NODE_9_length_10913_cov_3.816353,KC821608.1,55.062,10227,75994.0,Cellulophaga phage phi19:3,161,0.996168
CR10_S3_NODE_9_length_10913_cov_3.816353,MN877442.1,60.053,10227,92760.0,Alteromonas phage vB_AmeM_PT11-V22,161,0.996501
CR10_S3_NODE_9_length_10913_cov_3.816353,MT774388.1,61.918,10227,102301.0,crAssphage cr112_1,166,0.996699
CR10_S3_NODE_9_length_10913_cov_3.816353,KJ804259.1,53.066,10227,93794.0,Staphylococcus phage 6ec,169,0.996939
CR10_S3_NODE_9_length_10913_cov_3.816353,MN187969.1,56.072,10227,111039.0,Salmonella phage OSY-STA,163,0.997226
CR10_S3_NODE_9_length_10913_cov_3.816353,KR534323.1,58.968,10227,131903.0,Pseudoalteromonas phage H101,182,0.997511
CR10_S3_NODE_9_length_10913_cov_3.816353,KX171212.1,59.004,10227,139681.0,Staphylococcus phage vB_SscM-1,149,0.997638
CR10_S3_NODE_9_length_10913_cov_3.816353,HM144387.1,57.067,10227,156897.0,Bacillus phage W.Ph.,149,0.997951
CR10_S3_NODE_9_length_10913_cov_3.816353,KJ081346.1,54.936,10227,159071.0,Bacillus phage BCP8-2,168,0.998053
CR10_S3_NODE_9_length_10913_cov_3.816353,KM236245.1,53.04,10227,164302.0,Bacillus phage Mater,156,0.998177
CR15_S8_NODE_10_length_8004_cov_4.212691,KF977490.1,95.139,7260,56024.0,Rhizobium phage vB_RglS_P106B,279,0.99098
CR15_S8_NODE_10_length_8004_cov_4.212691,JQ067089.2,71.06,7260,55108.0,Pseudomonas phage PaMx28,190,0.993164
CR15_S8_NODE_10_length_8004_cov_4.212691,JQ446452.1,61.95,7260,49390.0,Salinivibrio phage CW02,175,0.993439
CR15_S8_NODE_10_length_8004_cov_4.212691,JQ067093.2,69.0,7260,58637.0,Pseudomonas phage PaMx74,184,0.993717
CR15_S8_NODE_10_length_8004_cov_4.212691,AY986977.1,56.96,7260,55770.0,Xanthomonas phage Xp15,178,0.994578
CR15_S8_NODE_10_length_8004_cov_4.212691,HQ163896.1,101.12,7260,127188.0,Staphylococcus phage Sb1,316,0.995487
CR15_S8_NODE_10_length_8004_cov_4.212691,AB853331.1,101.12,7260,132123.0,Staphylococcus phage S25-4,316,0.995647
CR15_S8_NODE_10_length_8004_cov_4.212691,JX875065.1,101.12,7260,137031.0,Staphylococcus phage SA5,316,0.995795
CR15_S8_NODE_10_length_8004_cov_4.212691,FR852584.1,101.12,7260,138339.0,Staphylococcus phage ISP,316,0.995833
CR15_S8_NODE_10_length_8004_cov_4.212691,AY954969.1,101.12,7260,138715.0,Staphylococcus phage G1,316,0.995844
CR15_S8_NODE_10_length_8004_cov_4.212691,KR902361.1,101.12,7260,139750.0,Staphylococcus phage IME-SA118,316,0.995873
CR15_S8_NODE_10_length_8004_cov_4.212691,JQ686190.1,101.12,7260,139806.0,Staphylococcus phage G15,316,0.995875
CR15_S8_NODE_10_length_8004_cov_4.212691,KP687431.1,101.12,7260,140218.0,Staphylococcus phage IME-SA1,316,0.995886
CR15_S8_NODE_10_length_8004_cov_4.212691,KM216423.1,101.12,7260,140807.0,Staphylococcus phage P108,316,0.995902
CR15_S8_NODE_10_length_8004_cov_4.212691,KC012913.1,101.12,7260,140903.0,Staphylococcus phage Team1,316,0.995905
CR15_S8_NODE_10_length_8004_cov_4.212691,KP687432.1,101.12,7260,140906.0,Staphylococcus phage IME-SA2,316,0.995905
CR15_S8_NODE_10_length_8004_cov_4.212691,KR908644.1,101.12,7260,141028.0,Staphylococcus phage IME-SA119,316,0.995909
CR15_S8_NODE_10_length_8004_cov_4.212691,KP027446.1,101.12,7260,142348.0,Staphylococcus phage phiIPLA-RODI,316,0.995945
CR15_S8_NODE_10_length_8004_cov_4.212691,KJ888149.1,99.856,7260,141907.0,Staphylococcus phage MCE-2014,316,0.995983
CR15_S8_NODE_10_length_8004_cov_4.212691,JX080305.2,101.12,7260,147590.0,Staphylococcus phage P4W,316,0.996082
CR15_S8_NODE_10_length_8004_cov_4.212691,JX080304.2,101.12,7260,148243.0,Staphylococcus phage MSA6,316,0.996098
CR15_S8_NODE_10_length_8004_cov_4.212691,JX080303.2,101.12,7260,148481.0,Staphylococcus phage Fi200W,316,0.996104
CR15_S8_NODE_10_length_8004_cov_4.212691,AB853330.1,93.107,7260,139738.0,Staphylococcus phage S25-3,283,0.9962
CR15_S8_NODE_10_length_8004_cov_4.212691,JX080301.2,93.107,7260,141018.0,Staphylococcus phage A3R,283,0.996232
CR15_S8_NODE_10_length_8004_cov_4.212691,JX878671.1,93.107,7260,141836.0,Staphylococcus phage JD007,283,0.996253
CR15_S8_NODE_10_length_8004_cov_4.212691,AB903967.1,93.107,7260,142094.0,Staphylococcus phage phiSA12,283,0.99626
CR15_S8_NODE_10_length_8004_cov_4.212691,EU418428.2,93.107,7260,145542.0,Staphylococcus phage A5W,283,0.996344
CR15_S8_NODE_10_length_8004_cov_4.212691,JX080300.2,93.107,7260,145647.0,Staphylococcus phage Staph1N,283,0.996347
CR15_S8_NODE_10_length_8004_cov_4.212691,JX080302.2,93.107,7260,148564.0,Staphylococcus phage 676Z,283,0.996415
CR15_S8_NODE_10_length_8004_cov_4.212691,MH629685.1,52.962,7260,144311.0,Synechococcus virus S-PRM1,182,0.997903
CR15_S8_NODE_10_length_8004_cov_4.212691,JN371769.1,55.008,7260,172879.0,Synechococcus phage metaG-MbCM1,191,0.998168
CR15_S8_NODE_10_length_8004_cov_4.212691,AY940168.2,55.998,7260,178249.0,Prochlorococcus phage P-SSM4,183,0.998189
CR15_S8_NODE_10_length_8004_cov_4.212691,GU071101.1,56.055,7260,181044.0,Prochlorococcus phage P-HM1,185,0.998214
CR15_S8_NODE_10_length_8004_cov_4.212691,GU075905.1,56.056,7260,183806.0,Prochlorococcus phage P-HM2,182,0.99824
CR15_S8_NODE_10_length_8004_cov_4.212691,GU071103.1,55.056,7260,182180.0,Prochlorococcus phage P-SSM7,186,0.998256
CR15_S8_NODE_10_length_8004_cov_4.212691,HQ634174.1,52.921,7260,180977.0,Prochlorococcus phage MED4-213,187,0.998313
CR15_S8_NODE_10_length_8004_cov_4.212691,KU686206.1,50.96,7260,174830.0,Synechococcus phage S-CAM9,182,0.998321
CR15_S8_NODE_10_length_8004_cov_4.212691,HQ316583.1,53.044,7260,182801.0,Synechococcus phage S-SSM4,178,0.998325
CR15_S8_NODE_10_length_8004_cov_4.212691,HQ634175.1,51.06,7260,177211.0,Cyanophage P-RSM1,185,0.998339
CR15_S8_NODE_10_length_8004_cov_4.212691,KM359505.1,55.98,7260,197361.0,Prochlorococcus phage P-TIM68,180,0.998359
CR15_S8_NODE_10_length_8004_cov_4.212691,HQ337021.1,50.96,7260,179063.0,Prochlorococcus phage P-SSM3,182,0.998359
CR15_S8_NODE_10_length_8004_cov_4.212691,GU071105.1,45.974,7260,191195.0,Prochlorococcus phage Syn1,181,0.99861
CR15_S8_NODE_10_length_8004_cov_4.212691,GU071098.1,47.988,7260,232878.0,Synechococcus phage S-SSM7,186,0.998801
CR15_S8_NODE_10_length_8004_cov_4.212691,KX349310.1,33.048,7260,174670.0,Cyanophage S-RIM12 isolate RW_01_0310,102,0.99891
CR15_S8_NODE_10_length_8004_cov_4.212691,KX349313.1,33.048,7260,175557.0,Cyanophage S-RIM12 isolate RW_06_0310,102,0.998915
CR15_S8_NODE_10_length_8004_cov_4.212691,KP211958.1,35.0,7260,188632.0,Cyanophage P-TIM40,100,0.998928
CR15_S8_NODE_10_length_8004_cov_4.212691,KJ019028.1,33.048,7260,179116.0,Synechococcus phage ACG-2014d,102,0.998936
CR15_S8_NODE_10_length_8004_cov_4.212691,KX349294.1,33.048,7260,197450.0,Cyanophage S-RIM44,102,0.999031
CR15_S8_NODE_10_length_8004_cov_4.212691,KU686201.1,32.028,7260,191983.0,Synechococcus phage S-CAM4,102,0.999036
CR15_S8_NODE_10_length_8004_cov_4.212691,KJ019089.1,32.028,7260,192117.0,Synechococcus phage ACG-2014j,102,0.999036
CR15_S8_NODE_11_length_7979_cov_5.902430,KY979132.2,53.955,6648,156281.0,Acidovorax phage ACP17,109,0.998013
CR15_S8_NODE_11_length_7979_cov_5.902430,AB366653.2,57.97,6648,231255.0,Ralstonia phage phiRSL1,110,0.998538
CR15_S8_NODE_11_length_7979_cov_5.902430,JX100810.1,34.037,6648,279967.0,Caulobacter phage CcrColossus,101,0.999287
CR15_S8_NODE_11_length_7979_cov_5.902430,MH588547.2,37.985,6648,317489.0,Caulobacter phage CcrSC,107,0.999297
CR15_S8_NODE_11_length_7979_cov_5.902430,MH588545.1,35.956,6648,308141.0,Caulobacter phage CcrPW,101,0.999315
CR15_S8_NODE_17_length_6953_cov_3.216987,KT309034.1,27.984,5733,59652.0,Mycobacterium phage Dante,53,0.997432
CR15_S8_NODE_17_length_6953_cov_3.216987,KM190144.1,41.976,5733,120938.0,Escherichia phage Av-05,132,0.998012
CR15_S8_NODE_17_length_6953_cov_3.216987,KY683736.1,38.988,5733,129454.0,Escherichia phage V18,114,0.99827
CR15_S8_NODE_17_length_6953_cov_3.216987,KT001917.1,38.988,5733,135391.0,Escherichia phage Murica,114,0.998342
CR15_S8_NODE_17_length_6953_cov_3.216987,KR698074.1,38.988,5733,135400.0,Escherichia phage APECc02,114,0.998342
CR15_S8_NODE_17_length_6953_cov_3.216987,LN881727.1,38.988,5733,136896.0,Escherichia phage slur16,114,0.99836
CR15_S8_NODE_17_length_6953_cov_3.216987,KC690136.1,38.988,5733,136910.0,Escherichia phage JES2013,114,0.99836
CR15_S8_NODE_17_length_6953_cov_3.216987,JQ031132.1,38.988,5733,136947.0,Escherichia phage FV3,114,0.99836
CR15_S8_NODE_17_length_6953_cov_3.216987,DQ832317.1,38.988,5733,137947.0,Escherichia phage V5,114,0.998372
CR15_S8_NODE_17_length_6953_cov_3.216987,KJ190158.1,38.988,5733,139020.0,Escherichia phage FFH2,114,0.998384
CR15_S8_NODE_17_length_6953_cov_3.216987,MN850598.1,33.0,5733,144998.0,Escherichia phage nieznany,88,0.998686
